"","Verse.ID","Book.Name","Book.Number","Chapter","Verse","Text"
"1112",1112,"Genesis",1,37,28,"Then the Midianites marchant men passed by, and they drewe foorth, and lift Ioseph out of the pit, and solde Ioseph vnto the Ishmeelites for twentie pieces of siluer: who brought Ioseph into Egypt."
"1113",1113,"Genesis",1,37,29,"Afterwarde Reuben returned to the pit, and beholde, Ioseph was not in the pit: then he rent his clothes,"
"1114",1114,"Genesis",1,37,30,"And returned to his brethren, and said, The childe is not yonder, and I, whither shall I goe?"
"1115",1115,"Genesis",1,37,31,"And they tooke Iosephs coate, and killed a kidde of the goates, and dipped the coate in the blood."
"1116",1116,"Genesis",1,37,32,"So they sent that particoloured coat, and they brought it vnto their father, and saide, This haue we founde: see nowe, whether it be thy sonnes coate, or no."
"1117",1117,"Genesis",1,37,33,"Then he knewe it and said, It is my sonnes coate: a wicked beast hath deuoured him: Ioseph is surely torne in pieces."
"1118",1118,"Genesis",1,37,34,"And Iaakob rent his clothes, & put sackecloth about his loynes, and sorowed for his sonne a long season."
"1119",1119,"Genesis",1,37,35,"Then all his sonnes and all his daughters rose vp to comfort him, but he woulde not be comforted, but said, Surely I will go downe into the graue vnto my sonne mourning: so his father wept for him."
"1120",1120,"Genesis",1,37,36,"And the Midianites solde him into Egypt vnto Potiphar an Eunuche of Pharaohs, and his chiefe stewarde."
"1121",1121,"Genesis",1,38,1,"And at that time Iudah went downe from his brethren, and turned in to a man called Hirah an Adullamite."
"1122",1122,"Genesis",1,38,2,"And Iudah sawe there the daughter of a man called Suah a Canaanite: and he tooke her to wife, and went in vnto her."
"1123",1123,"Genesis",1,38,3,"So she conceiued and bare a sonne, and he called his name Er."
"1124",1124,"Genesis",1,38,4,"And she conceiued againe, & bare a sonne, and she called his name Onan."
"1125",1125,"Genesis",1,38,5,"Moreouer she bare yet a sonne, whome she called Shelah: and Iudah was at Chezib when she bare him."
"1126",1126,"Genesis",1,38,6,"Then Iudah tooke a wife to Er his first borne sonne whose name was Tamar."
"1127",1127,"Genesis",1,38,7,"Now Er the first borne of Iudah was wicked in the sight of the Lord: therefore the Lord slewe him."
"1128",1128,"Genesis",1,38,8,"Then Iudah said to Onan, Goe in vnto thy brothers wife, and do the office of a kinsman vnto her, and raise vp seede vnto thy brother."
"1129",1129,"Genesis",1,38,9,"And Onan knewe that the seede should not be his: therefore when he went in vnto his brothers wife, he spilled it on the grounde, least he should giue seede vnto his brother."
"1130",1130,"Genesis",1,38,10,"And it was wicked in the eyes of the Lord, which he did: wherefore he slewe him also."
"1131",1131,"Genesis",1,38,11,"Then said Iudah to Tamar his daughter in lawe, Remaine a widowe in thy fathers house, till Shelah my sonne growe vp (for he thought thus, Least he die as well as his brethren.) So Tamar went and dwelt in her fathers house."
"1132",1132,"Genesis",1,38,12,"And in processe of time also the daughter of Shuah Iudahs wife dyed. Then Iudah, when he had left mourning, went vp to his sheepe sherers to Timnah, he, and his neighbour Hirah the Adullamite."
"1133",1133,"Genesis",1,38,13,"And it was tolde Tamar, saying, beholde, thy father in lawe goeth vp to Timnah, to shere his sheepe."
"1134",1134,"Genesis",1,38,14,"Then she put her widowes garments off from her, and couered her with a vaile, and wrapped her selfe, and sate downe in Pethah-enaim, which is by the way to Timnah, because she sawe that Shelah was growen, and she was not giuen vnto him to wife."
"1135",1135,"Genesis",1,38,15,"When Iudah sawe her, he iudged her an whore: for she had couered her face."
"1136",1136,"Genesis",1,38,16,"And he turned to the way towardes her, and saide, Come, I pray thee, let me lie with thee. (for he knewe not that she was his daughter in lawe) And she answered, What wilt thou giue me for to lie with me?"
"1137",1137,"Genesis",1,38,17,"Then said he, I will sende thee a kid of the goates from the flocke; she said, Well, if thou wilt giue me a pledge, till thou sende it."
"1138",1138,"Genesis",1,38,18,"Then he saide, What is the pledge that I shall giue thee? And she answered, Thy signet, and thy cloke, and thy staffe that is in thine hande. So he gaue it her, and lay by her, and she was with childe by him."
"1139",1139,"Genesis",1,38,19,"Then she rose, and went and put her vaile from her and put on her widowes raiment."
"1140",1140,"Genesis",1,38,20,"Afterwarde Iudah sent a kid of the goates by the hande of his neighbour the Adullamite, for to receiue his pledge from the womans hand: but he found her not."
"1141",1141,"Genesis",1,38,21,"Then asked he the men of that place, saying, Where is ye whore, that sate in Enaim by the way side? And they answered, There was no whore here."
"1142",1142,"Genesis",1,38,22,"He came therefore to Iudah againe, and said, I can not finde her, and also the men of the place said, There was no whore there."
"1143",1143,"Genesis",1,38,23,"Then Iudah said, Let her take it to her, lest we be shamed: beholde, I sent this kid, and thou hast not found her."
"1144",1144,"Genesis",1,38,24,"Now after three moneths, one tolde Iudah, saying, Tamar thy daughter in law hath played the whore, and lo, with playing the whore, she is great with childe. Then Iudah saide, Bring ye her foorth and let her be burnt."
"1145",1145,"Genesis",1,38,25,"When she was brought foorth, she sent to her father in law, saying, By the man, vnto whom these things pertaine, am I with childe: and saide also, Looke, I pray thee, whose these are, the seale, and the cloke, and the staffe."
"1146",1146,"Genesis",1,38,26,"Then Iudah knewe them, and said, She is more righteous then I: for she hath done it because I gaue her not to Shelah my sonne. So he lay with her no more."
"1147",1147,"Genesis",1,38,27,"Now, when the time was come that she should be deliuered, beholde, there were twinnes in her wombe."
"1148",1148,"Genesis",1,38,28,"And when she was in trauell, the one put out his hand: and the midwife tooke and bound a red threde about his hand, saying, This is come out first."
"1149",1149,"Genesis",1,38,29,"But when he plucked his hand backe againe, loe, his brother came out, and the midwife said, How hast thou broken the breach vpon thee? and his name was called Pharez."
"1150",1150,"Genesis",1,38,30,"And afterward came out his brother that had the red threde about his hande, and his name was called Zarah."
"1151",1151,"Genesis",1,39,1,"Now Ioseph was brought downe into Egypt: and Potiphar an Eunuche of Pharaohs (and his chiefe stewarde an Egyptian) bought him at the hande of the Ishmeelites, which had brought him thither."
"1152",1152,"Genesis",1,39,2,"And the Lorde was with Ioseph, and he was a man that prospered and was in the house of his master the Egyptian."
"1153",1153,"Genesis",1,39,3,"And his master sawe that the Lorde was with him, and that the Lorde made all that hee did to prosper in his hande."
"1154",1154,"Genesis",1,39,4,"So Ioseph founde fauour in his sight, and serued him: and he made him ruler of his house, and put all that he had in his hand."
"1155",1155,"Genesis",1,39,5,"And from that time that he had made him ruler ouer his house and ouer all that he had, the Lorde blessed the Egyptians house for Iosephs sake: and the blessing of the Lorde was vpon all that he had in the house, and in the fielde."
"1156",1156,"Genesis",1,39,6,"Therefore he left all that he had in Iosephs hand, and tooke accompt of nothing, that was with him, saue onely of the bread, which he did eate; Ioseph was a faire person, and well fauoured."
"1157",1157,"Genesis",1,39,7,"Nowe therefore after these thinges, his masters wife cast her eyes vpon Ioseph, and saide, Lye with me."
"1158",1158,"Genesis",1,39,8,"But he refused and said to his masters wife, Beholde, my master knoweth not what he hath in the house with me, but hath committed all that he hath to mine hande."
"1159",1159,"Genesis",1,39,9,"There is no ma greater in this house then I: neither hath he kept any thing from me, but only thee, because thou art his wife: how then can I do this great wickednes & so sinne against God?"
"1160",1160,"Genesis",1,39,10,"And albeit she spake to Ioseph day by day, yet he hearkened not vnto her, to lye with her, or to be in her company."
"1161",1161,"Genesis",1,39,11,"Then on a certaine day Ioseph entred into the house, to doe his businesse: and there was no man of the houshold in the house:"
"1162",1162,"Genesis",1,39,12,"Therefore she caught him by his garmet, saying, Sleepe with me: but he left his garment in her hand and fled, and got him out."
"1163",1163,"Genesis",1,39,13,"Nowe when she sawe that he had left his garment in her hand, and was fled out,"
"1164",1164,"Genesis",1,39,14,"She called vnto the men of her house, and tolde them, saying, Beholde, he hath brought in an Ebrewe vnto vs to mocke vs: who came in to me for to haue slept with me: but I cryed with a loude voyce."
"1165",1165,"Genesis",1,39,15,"And when he heard that I lift vp my voice and cryed, he left his garment with me, and fled away, and got him out."
"1166",1166,"Genesis",1,39,16,"So she layde vp his garment by her, vntill her lord came home."
"1167",1167,"Genesis",1,39,17,"Then she tolde him according to these words, saying, The Ebrew seruat, which thou hast brought vnto vs, came in to me, to mocke me."
"1168",1168,"Genesis",1,39,18,"But assoone as I lift vp my voyce & cried, he left his garment with me, and fled out."
"1169",1169,"Genesis",1,39,19,"Then when his master heard the wordes of his wife, which she tolde him, saying, After this maner did thy seruant to me, his anger was kindled."
"1170",1170,"Genesis",1,39,20,"And Iosephs master tooke him and put him in prison, in the place, where the kings prisoners lay bounde: and there he was in prison."
"1171",1171,"Genesis",1,39,21,"But the Lorde was with Ioseph, and shewed him mercie, and got him fauour in the sight of the master of the prison."
"1172",1172,"Genesis",1,39,22,"And the keeper of the prison committed to Iosephs hande all the prisoners that were in the prison, and whatsoeuer they did there, that did he."
"1173",1173,"Genesis",1,39,23,"And the keeper of the prison looked vnto nothing that was vnder his hande, seeing that the Lord was with him: for whatsoeuer he did, the Lorde made it to prosper."
"1174",1174,"Genesis",1,40,1,"And after these things, the butler of the King of Egypt and his baker offended their lorde the King of Egypt."
"1175",1175,"Genesis",1,40,2,"And Pharaoh was angrie against his two officers, against the chiefe butler, and against the chiefe baker."
"1176",1176,"Genesis",1,40,3,"Therefore he put them in ward in his chiefe stewardes house, in the prison and place where Ioseph was bound."
"1177",1177,"Genesis",1,40,4,"And the chiefe steward gaue Ioseph charge ouer them, and he serued them: and they continued a season in warde."
"1178",1178,"Genesis",1,40,5,"And they both dreamed a dreame, eyther of them his dreame in one night, eche one according to the interpretation of his dreame, both the butler and the baker of the King of Egypt, which were bounde in the prison."
"1179",1179,"Genesis",1,40,6,"And when Ioseph came in vnto them in the morning, and looked vpon them, beholde, they were sad."
"1180",1180,"Genesis",1,40,7,"And he asked Pharaohs officers, that were with him in his masters warde, saying, Wherefore looke ye so sadly to day?"
"1181",1181,"Genesis",1,40,8,"Who answered him, We haue dreamed, eche one a dreame, and there is none to interprete the same. Then Ioseph saide vnto them, Are not interpretations of God? Tell them me nowe."
"1182",1182,"Genesis",1,40,9,"So the chiefe butler tolde his dreame to Ioseph, and said vnto him, In my dreame, behold, a vine was before me,"
"1183",1183,"Genesis",1,40,10,"And in the vine were three branches, and as it budded, her flowre came foorth: and the clusters of grapes waxed ripe."
"1184",1184,"Genesis",1,40,11,"And I had Pharaohs cup in mine hande, and I tooke the grapes, & wrung the into Pharaohs cup, and I gaue the cup into Pharaohs hand."
"1185",1185,"Genesis",1,40,12,"Then Ioseph sayde vnto him, This is the interpretation of it: The three braunches are three dayes."
"1186",1186,"Genesis",1,40,13,"Within three dayes shall Pharaoh lift vp thine head, & restore thee vnto thine office, and thou shalt giue Pharaohs cup into his hand after the olde maner, when thou wast his butler."
"1187",1187,"Genesis",1,40,14,"But haue me in remeberance with thee, when thou art in good case, & shew mercie, I pray thee, vnto me, and make mention of me to Pharaoh, that thou mayest bring me out of this house."
"1188",1188,"Genesis",1,40,15,"For I was stollen away by theft out of the land of the Ebrewes, and here also haue I done nothing, wherefore they should put mee in the dungeon."
"1189",1189,"Genesis",1,40,16,"And when the chiefe baker sawe that the interpretation was good, hee saide vnto Ioseph, Also mee thought in my dreame that I had three white baskets on mine head."
"1190",1190,"Genesis",1,40,17,"And in the vppermost basket there was of all maner baken meates for Pharaoh: and the birdes did eate them out of the basket vpon mine head."
"1191",1191,"Genesis",1,40,18,"Then Ioseph answered, and saide, This is the interpretation thereof: The three baskets are three dayes:"
"1192",1192,"Genesis",1,40,19,"Within three dayes shall Pharaoh take thine head from thee, & shal hang thee on a tree, and the birdes shall eate thy flesh from off thee."
"1193",1193,"Genesis",1,40,20,"And so the third day, which was Pharaohs birthday, hee made a feast vnto all his seruants: and hee lifted vp the head of the chiefe butler, and the head of the chiefe baker among his seruants."
"1194",1194,"Genesis",1,40,21,"And he restored the chiefe butler vnto his butlershippe, who gaue the cup into Pharaohs hande,"
"1195",1195,"Genesis",1,40,22,"But he hanged the chiefe baker, as Ioseph had interpreted vnto them."
"1196",1196,"Genesis",1,40,23,"Yet the chiefe butler did not remember Ioseph, but forgate him."
"1197",1197,"Genesis",1,41,1,"And two yeeres after, Pharaoh also dreamed, and beholde, he stoode by a riuer,"
"1198",1198,"Genesis",1,41,2,"And loe, there came out of the riuer seuen goodly kine and fatfleshed, and they fedde in a medowe:"
"1199",1199,"Genesis",1,41,3,"And loe, seuen other kine came vp after the out of the riuer, euill fauoured & leane fleshed, and stoode by the other kine vpon the brinke of the riuer."
"1200",1200,"Genesis",1,41,4,"And the euilfauoured and leane fleshed kine did eate vp the seuen welfauoured and fatte kine: so Pharaoh awoke."
"1201",1201,"Genesis",1,41,5,"Againe he slept, and dreamed the second time: and beholde, seuen eares of corne grewe vpon one stalke, ranke and goodly."
"1202",1202,"Genesis",1,41,6,"And loe, seuen thinne eares, and blasted with the east winde, sprang vp after them:"
"1203",1203,"Genesis",1,41,7,"And the thinne eares deuoured the seuen ranke and full eares. then Pharaoh awaked, and loe, it was a dreame."
"1204",1204,"Genesis",1,41,8,"Nowe when the morning came, his spirit was troubled: therefore he sent and called all the soothsayers of Egypt, and all the wise men thereof, and Pharaoh tolde them his dreames: but none coulde interprete them to Pharaoh."
"1205",1205,"Genesis",1,41,9,"Then spake the chiefe butler vnto Pharaoh, saying, I call to minde my faultes this day."
"1206",1206,"Genesis",1,41,10,"Pharaoh being angrie with his seruantes, put me in ward in the chiefe stewards house, both me and the chiefe baker."
"1207",1207,"Genesis",1,41,11,"Then we dreamed a dreame in one night, both I, and he: we dreamed eche man according to the interpretation of his dreame."
"1208",1208,"Genesis",1,41,12,"And there was with vs a yong man, an Ebrew, seruant vnto the chiefe steward, whome when we told, he declared our dreames to vs, to euery one he declared according to his dreame."
"1209",1209,"Genesis",1,41,13,"And as he declared vnto vs, so it came to passe: for he restored me to mine office, & hanged him."
"1210",1210,"Genesis",1,41,14,"Then sent Pharaoh, and called Ioseph, and they brought him hastily out of prison, and he shaued him, and chaunged his rayment, and came to Pharaoh."
"1211",1211,"Genesis",1,41,15,"Then Pharaoh sayde to Ioseph, I haue dreamed a dreame, and no man can interprete it, and I haue hearde say of thee, that when thou hearest a dreame, thou canst interprete it."
"1212",1212,"Genesis",1,41,16,"And Ioseph answered Pharaoh, saying, Without me God shal answere for the wealth of Pharaoh."
"1213",1213,"Genesis",1,41,17,"And Pharaoh sayde vnto Ioseph, In my dreame, beholde, I stoode by the banke of the riuer:"
"1214",1214,"Genesis",1,41,18,"And lo, there came vp out of the riuer seuen fat fleshed, and welfauoured kine, and they fedde in the medowe."
"1215",1215,"Genesis",1,41,19,"Also loe, seuen other kine came vp after them, poore and very euilfauoured, and leanefleshed: I neuer sawe the like in all the lande of Egypt, for euilfauoured."
"1216",1216,"Genesis",1,41,20,"And the leane and euilfauoured kine did eate vp the first seuen fat kine."
"1217",1217,"Genesis",1,41,21,"And when they had eaten them vp, it could not be knowen that they had eaten them, but they were still as euilfauoured, as they were at the beginning: so did I awake."
"1218",1218,"Genesis",1,41,22,"Moreouer I sawe in my dreame, and beholde, seuen eares sprang out of one stalke, full and faire."
"1219",1219,"Genesis",1,41,23,"And lo, seuen eares, withered, thinne, and blasted with the East winde, sprang vp after them."
"1220",1220,"Genesis",1,41,24,"And the thinne eares deuoured the seuen good eares. Nowe I haue tolde the soothsayers, and none can declare it vnto me."
"1221",1221,"Genesis",1,41,25,"Then Ioseph answered Pharaoh, Both Pharaohs dreames are one. God hath shewed Pharaoh, what he is about to doe."
"1222",1222,"Genesis",1,41,26,"The seuen good kine are seuen yeres, and the seuen good eares are seuen yeeres: this is one dreame."
"1223",1223,"Genesis",1,41,27,"Likewise the seuen thinne and euilfauoured kine, that came out after them, are seuen yeeres: and the seuen emptie eares blasted with the East winde, are seuen yeeres of famine."
"1224",1224,"Genesis",1,41,28,"This is the thing which I haue saide vnto Pharaoh, that God hath shewed vnto Pharaoh, what he is about to doe."
"1225",1225,"Genesis",1,41,29,"Beholde, there come seuen yeeres of great plentie in all the land of Egypt."
"1226",1226,"Genesis",1,41,30,"Againe, there shall arise after them seuen yeeres of famine, so that all the plentie shall be forgotten in the land of Egypt, and the famine shall consume the land:"
"1227",1227,"Genesis",1,41,31,"Neither shall the plentie bee knowen in the land, by reason of this famine that shall come after: for it shalbe exceeding great."
"1228",1228,"Genesis",1,41,32,"And therefore the dreame was doubled vnto Pharaoh the second time, because the thing is established by God, & God hasteth to performe it."
"1229",1229,"Genesis",1,41,33,"Nowe therefore let Pharaoh prouide for a man of vnderstanding and wisedome, and set him ouer the land of Egypt."
"1230",1230,"Genesis",1,41,34,"Let Pharaoh make and appoynt officers ouer the lande, and take vp the fift part of the land of Egypt in the seuen plenteous yeeres."
"1231",1231,"Genesis",1,41,35,"Also let them gather all the foode of these good yeeres that come, and lay vp corne vnder the hand of Pharaoh for foode, in the cities, and let them keepe it."
"1232",1232,"Genesis",1,41,36,"So the foode shall be for the prouision of the lande, against the seuen yeeres of famine, which shalbe in the lande of Egypt, that the land perish not by famine."
"1233",1233,"Genesis",1,41,37,"And the saying pleased Pharaoh and all his seruants."
"1234",1234,"Genesis",1,41,38,"Then saide Pharaoh vnto his seruants, Can we finde such a man as this, in whom is the Spirit of God?"
"1235",1235,"Genesis",1,41,39,"The Pharaoh said to Ioseph, For as much as God hath shewed thee all this, there is no man of vnderstanding, or of wisedome like vnto thee."
"1236",1236,"Genesis",1,41,40,"Thou shalt be ouer mine house, & at thy word shall all my people be armed, onely in the kings throne will I be aboue thee."
"1237",1237,"Genesis",1,41,41,"Moreouer Pharaoh said to Ioseph, Behold, I haue set thee ouer all the land of Egypt."
"1238",1238,"Genesis",1,41,42,"And Pharaoh tooke off his ring from his hand, and put it vpon Iosephs hand, and arayed him in garments of fine linnen, and put a golden cheyne about his necke."
"1239",1239,"Genesis",1,41,43,"So he set him vpon the best charet that hee had, saue one: & they cryed before him, Abrech, & placed him ouer all the land of Egypt."
"1240",1240,"Genesis",1,41,44,"Againe Pharaoh saide vnto Ioseph, I am Pharaoh, and without thee shall no man lift vp his hand or his foote in all the land of Egypt."
"1241",1241,"Genesis",1,41,45,"And Pharaoh called Iosephs name Zaphnath-paaneah: and he gaue him to wife Asenath the daughter of Poti-pherah prince of On. then went Ioseph abrode in the land of Egypt."
"1242",1242,"Genesis",1,41,46,"And Ioseph was thirtie yeere old when he stood before Pharaoh king of Egypt: and Ioseph departing from the presence of Pharaoh, went throughout all the land of Egypt."
"1243",1243,"Genesis",1,41,47,"And in the seuen plenteous yeres the earth brought foorth store."
"1244",1244,"Genesis",1,41,48,"And hee gathered vp all the foode of the seuen plenteous yeeres, which were in the lande of Egypt, and layde vp foode in the cities: the foode of the fielde, that was round about euery citie, layde he vp in the same."
"1245",1245,"Genesis",1,41,49,"So Ioseph gathered wheate, like vnto the sand of the sea in multitude out of measure, vntill he left numbring: for it was without number."
"1246",1246,"Genesis",1,41,50,"Now vnto Ioseph were borne two sonnes (before the yeeres of famine came) which Asenath the daughter of Poti-pherah prince of On bare vnto him."
"1247",1247,"Genesis",1,41,51,"And Ioseph called the name of the first borne Manasseh: for God, said he, hath made me forget all my labour & al my fathers houshold."
"1248",1248,"Genesis",1,41,52,"Also hee called the name of the second, Ephraim: For God, sayde he hath made me fruitfull in the land of mine affliction."
"1249",1249,"Genesis",1,41,53,"So the seuen yeeres of the plentie that was in the land of Egypt were ended."
"1250",1250,"Genesis",1,41,54,"Then began the seuen yeeres of famine to come, according as Ioseph had saide: and the famine was in all landes, but in all the land of Egypt was bread."
"1251",1251,"Genesis",1,41,55,"At the length all the lande of Egypt was affamished, and the people cryed to Pharaoh for bread; Pharaoh said vnto all the Egyptians, Goe to Ioseph: what he sayth to you, doe ye."
"1252",1252,"Genesis",1,41,56,"When the famine was vpon all the land, Ioseph opened all places, wherein the store was, and solde vnto the Egyptians: for the famine waxed sore in the land of Egypt."
"1253",1253,"Genesis",1,41,57,"And all countries came to Egypt to bye corne of Ioseph, because the famine was sore in all landes."
"1254",1254,"Genesis",1,42,1,"Then Iaakob saw that there was foode in Egypt, and Iaakob said vnto his sonnes, Why gaze ye one vpon an other?"
"1255",1255,"Genesis",1,42,2,"And he said, Behold, I haue heard that there is foode in Egypt, Get you downe thither, & bie vs foode thence, that we may liue and not die."
"1256",1256,"Genesis",1,42,3,"So went Iosephs ten brethren downe to bye corne of the Egyptians."
"1257",1257,"Genesis",1,42,4,"But Beniamin Iosephs brother woulde not Iaakob send with his brethren: for he saide, Least death should befall him."
"1258",1258,"Genesis",1,42,5,"And the sonnes of Israel came to bye foode among them that came: for there was famine in the land of Canaan."
"1259",1259,"Genesis",1,42,6,"Now Ioseph was gouerner of the land, who solde to all the people of the lande: then Iosephs brethren came, & bowed their face to the groud before him."
"1260",1260,"Genesis",1,42,7,"And when Ioseph sawe his brethren, hee knewe them, and made himselfe straunge toward them, and spake to them roughly, and saide vnto them, Whence come yee? Who answered, Out of the land of Canaan, to bye vitaile."
"1261",1261,"Genesis",1,42,8,"(Now Ioseph knewe his brethren, but they knew not him."
"1262",1262,"Genesis",1,42,9,"And Ioseph remembred the dreames, which he dreamed of them) and he sayde vnto them, Ye are spies, and are come to see the weaknesse of the land."
"1263",1263,"Genesis",1,42,10,"But they sayde vnto him, Nay, my lorde, but to bye vitayle thy seruants are come."
"1264",1264,"Genesis",1,42,11,"Wee are all one mans sonnes: wee meane truely, and thy seruants are no spies."
"1265",1265,"Genesis",1,42,12,"But he saide vnto them, Nay, but yee are come to see the weakenes of the land."
"1266",1266,"Genesis",1,42,13,"And they said, We thy seruants are twelue brethren, the sonnes of one man in the lande of Canaan: and beholde, the yongest is this day with our father, and one is not."
"1267",1267,"Genesis",1,42,14,"Againe Ioseph sayde vnto them, This is it that I spake vnto you, saying, Ye are spies."
"1268",1268,"Genesis",1,42,15,"Hereby ye shall be proued: by the life of Pharaoh, ye shal not goe hence, except your yongest brother come hither."
"1269",1269,"Genesis",1,42,16,"Send one of you which may fet your brother, & ye shall be kept in prison, that your words may be proued, whether there bee trueth in you: or els by the life of Pharaoh ye are but spies."
"1270",1270,"Genesis",1,42,17,"So he put them in warde three dayes."
"1271",1271,"Genesis",1,42,18,"Then Ioseph said vnto them the third day, This do, and liue: for I feare God."
"1272",1272,"Genesis",1,42,19,"If ye be true men, let one of your brethren be bounde in your prison house, and goe ye, carie foode for the famine of your houses:"
"1273",1273,"Genesis",1,42,20,"But bring your yonger brother vnto me, that your wordes may be tried, and that ye dye not: and they did so."
"1274",1274,"Genesis",1,42,21,"And they said one to another, We haue verily sinned against our brother, in that we sawe the anguish of his soule, when he besought vs, and we would not heare him: therefore is this trouble come vpon vs."
"1275",1275,"Genesis",1,42,22,"And Reuben answered them, saying, Warned I not you, saying, Sinne not against the childe, and ye would not heare? and lo, his blood is now required."
"1276",1276,"Genesis",1,42,23,"(And they were not aware that Ioseph vnderstoode them: for he spake vnto them by an interpreter.)"
"1277",1277,"Genesis",1,42,24,"Then he turned from them, and wept, & turned to them againe, & communed with them, and tooke Simeon from among them, & bounde him before their eyes."
"1278",1278,"Genesis",1,42,25,"So Ioseph commanded that they should fill their sackes with wheate, and put euery mans money againe in his sacke, and giue them vitaile for the iourney: and thus did he vnto them."
"1279",1279,"Genesis",1,42,26,"And they layed their vitaile vpon their asses, and departed thence."
"1280",1280,"Genesis",1,42,27,"And as one of them opened his sacke for to giue his asse prouender in the ynne, he espyed his money: for lo, it was in his sackes mouth."
"1281",1281,"Genesis",1,42,28,"Then he sayde vnto his brethren, My money is restored: for loe, it is euen in my sacke; their heart fayled them, and they were astonished, and sayde one to another, What is this, that God hath done vnto vs?"
"1282",1282,"Genesis",1,42,29,"And they came vnto Iaakob their father vnto the lande of Canaan, and tolde him all that had befallen them, saying,"
"1283",1283,"Genesis",1,42,30,"The man, who is Lorde of the lande, spake roughly to vs, and put vs in prison as spyes of the countrey."
"1284",1284,"Genesis",1,42,31,"And we sayd vnto him, We are true men, and are no spies."
"1285",1285,"Genesis",1,42,32,"We be twelue brethren, sonnes of our father: one is not, and the yongest is this day with our father in the land of Canaan."
"1286",1286,"Genesis",1,42,33,"Then the Lord of the countrey sayde vnto vs, Hereby shal I knowe if ye be true men: Leaue one of your brethren with me, and take foode for the famine of your houses and depart,"
"1287",1287,"Genesis",1,42,34,"And bring your yongest brother vnto me, that I may knowe that ye are no spies, but true men: so will I deliuer you your brother, and yee shall occupie in the land."
"1288",1288,"Genesis",1,42,35,"And as they emptied their sacks, behold, euery mans bundel of money was in his sacke: and when they and their father sawe the bundels of their money, they were afrayde."
"1289",1289,"Genesis",1,42,36,"Then Iaakob their father said to them, Ye haue robbed me of my children: Ioseph is not, & Simeon is not, and ye will take Beniamin: all these things are against me."
"1290",1290,"Genesis",1,42,37,"Then Reuben answered his father, saying, Slay my two sonnes, if I bring him not to thee againe: deliuer him to mine hand, and I will bring him to thee againe."
"1291",1291,"Genesis",1,42,38,"But he sayd, My sonne shall not go downe with you: for his brother is dead, and he is left alone: if death come vnto him by the way which ye goe, then ye shall bring my gray head with sorow vnto the graue."
"1292",1292,"Genesis",1,43,1,"Now great famine was in the land."
"1293",1293,"Genesis",1,43,2,"And when they had eaten vp the vitaile, which they had brought from Egypt, their father sayd vnto them, Turne againe, and bye vs a little foode."
"1294",1294,"Genesis",1,43,3,"And Iudah answered him, saying, The man charged vs by an othe, saying, Neuer see my face, except your brother be with you."
"1295",1295,"Genesis",1,43,4,"If thou wilt sende our brother with vs, we will goe downe, and bye thee foode:"
"1296",1296,"Genesis",1,43,5,"But if thou wilt not send him, we wil not go downe: for the man said vnto vs, Looke me not in the face, except your brother be with you."
"1297",1297,"Genesis",1,43,6,"And Israel sayd, Wherefore delt ye so euill with me, as to tell the man, whether ye had yet a brother or no?"
"1298",1298,"Genesis",1,43,7,"And they answered, The man asked straitly of our selues and of our kinred, saying, Is your father yet aliue? haue ye any brother? And wee tolde him according to these wordes: could we knowe certainely that he would say, Bring your brother downe?"
"1299",1299,"Genesis",1,43,8,"Then sayde Iudah to Israel his father, Send the boy with mee, that we may rise and goe, and that we may liue and not dye, both we, and thou, and our children."
"1300",1300,"Genesis",1,43,9,"I wil be suertie for him: of mine hand shalt thou require him. If I bring him not to thee, and set him before thee, then let me beare the blame for euer."
"1301",1301,"Genesis",1,43,10,"For except we had made this tarying, doutlesse by this we had returned the second time."
"1302",1302,"Genesis",1,43,11,"Then their father Israel sayd vnto them, If it must needes be so now, do thus: take of the best fruites of the lande in your vessels, and bring the man a present, a little rosen, & a little hony, spices and myrrhe, nuttes, and almondes:"
"1303",1303,"Genesis",1,43,12,"And take double money in your hande, and the money, that was brought againe in your sackes mouthes: cary it againe in your hand, lest it were some ouersight."
"1304",1304,"Genesis",1,43,13,"Take also your brother and arise, and go againe to the man."
"1305",1305,"Genesis",1,43,14,"And God almightie giue you mercie in the sight of the man, that hee may deliuer you your other brother, and Beniamin: but I shall be robbed of my childe, as I haue bene."
"1306",1306,"Genesis",1,43,15,"Thus the men tooke this present, & tooke twise so much money in their hande with Beniamin, and rose vp, and went downe to Egypt and stoode before Ioseph."
"1307",1307,"Genesis",1,43,16,"And whe Ioseph saw Beniamin with them, he sayde to his stewarde, Bring these men home and kill meate, and make ready: for the men shal eate with me at noone."
"1308",1308,"Genesis",1,43,17,"And the man did as Ioseph bad, & brought the men vnto Iosephs house."
"1309",1309,"Genesis",1,43,18,"Nowe when the men were brought into Iosephs house, they were afrayd, & sayd, Because of the money, that came in our sackes mouthes at the first time, are we brought, that hee may picke a quarrell against vs, and lay some thing to our charge, and bring vs in bondage and our asses."
"1310",1310,"Genesis",1,43,19,"Therefore came they to Iosephs stewarde, & communed with him at the doore of ye house."
"1311",1311,"Genesis",1,43,20,"And said, Oh syr, we came in deede down hither at the first time to bye foode,"
"1312",1312,"Genesis",1,43,21,"And as wee came to an ynne and opened our sackes, behold, euery mans money was in his sackes mouth, euen our money in full weight, but we haue brought it againe in our handes."
